"模型ID","计费单元","说明","标价(元)","单位"
"viduq2-pro","Image2Video-Startend2video-Q2-pro-720p-7s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=7","0.3342857143","秒"
"viduq2-pro","Image2Video-Startend2video-Q2-pro-720p-8s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=8","0.3325","秒"
"viduq2-pro-fast","viduq2-pro-fast_1080P_1s","视频时长 - vidu_type=img2video 且 1080p 且 duration=1","0.5","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=1","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_10s","视频时长 - vidu_type=img2video 且 1080p 且 duration=10","0.1625","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=10","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_2s","视频时长 - vidu_type=img2video 且 1080p 且 duration=2","0.3125","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=2","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_3s","视频时长 - vidu_type=img2video 且 1080p 且 duration=3","0.25","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=3","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_4s","视频时长 - vidu_type=img2video 且 1080p 且 duration=4","0.21875","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=4","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_5s","视频时长 - vidu_type=img2video 且 1080p 且 duration=5","0.2","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=5","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_6s","视频时长 - vidu_type=img2video 且 1080p 且 duration=6","0.1875","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=6","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_7s","视频时长 - vidu_type=img2video 且 1080p 且 duration=7","0.1785714286","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=7","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_8s","视频时长 - vidu_type=img2video 且 1080p 且 duration=8","0.171875","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=8","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_9s","视频时长 - vidu_type=img2video 且 1080p 且 duration=9","0.1666666667","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=9","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_1s","视频时长 - vidu_type=img2video 且 720p 且 duration=1","0.25","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=1","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_10s","视频时长 - vidu_type=img2video 且 720p 且 duration=10","0.08125","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=10","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_2s","视频时长 - vidu_type=img2video 且 720p 且 duration=2","0.15625","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=2","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_3s","视频时长 - vidu_type=img2video 且 720p 且 duration=3","0.125","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=3","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_4s","视频时长 - vidu_type=img2video 且 720p 且 duration=4","0.109375","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=4","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_5s","视频时长 - vidu_type=img2video 且 720p 且 duration=5","0.1","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=5","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_6s","视频时长 - vidu_type=img2video 且 720p 且 duration=6","0.09375","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=6","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_7s","视频时长 - vidu_type=img2video 且 720p 且 duration=7","0.0892857143","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=7","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_8s","视频时长 - vidu_type=img2video 且 720p 且 duration=8","0.0859375","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=8","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_720P_9s","视频时长 - vidu_type=img2video 且 720p 且 duration=9","0.0833333334","秒"
"viduq2-pro-fast","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=9","0.46875","次"
"viduq2-pro-fast","viduq2-pro-fast_1080P_1s","视频时长 - vidu_type=start-end2video 且 1080p 且 duration=1","0.5","秒"
"viduq2-pro-fast","viduq2-pro-fast_1080P_2s","视频时长 - vidu_type=start-end2video 且 1080p 且 duration=2","0.3125","秒"
"viduq2-pro-fast","viduq2-pro-fast_1080P_3s","视频时长 - vidu_type=start-end2video 且 1080p 且 duration=3","0.25","秒"
"viduq2-pro-fast","viduq2-pro-fast_1080P_4s","视频时长 - vidu_type=start-end2video 且 1080p 且 duration=4","0.21875","秒"
"viduq2-pro-fast","viduq2-pro-fast_1080P_5s","视频时长 - vidu_type=start-end2video 且 1080p 且 duration=5","0.2","秒"
"viduq2-pro-fast","viduq2-pro-fast_1080P_6s","视频时长 - vidu_type=start-end2video 且 1080p 且 duration=6","0.1875","秒"
"viduq2-pro-fast","viduq2-pro-fast_1080P_7s","视频时长 - vidu_type=start-end2video 且 1080p 且 duration=7","0.1785714286","秒"
"viduq2-pro-fast","viduq2-pro-fast_1080P_8s","视频时长 - vidu_type=start-end2video 且 1080p 且 duration=8","0.171875","秒"
"viduq2-pro-fast","viduq2-pro-fast_720P_1s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=1","0.25","秒"
"viduq2-pro-fast","viduq2-pro-fast_720P_2s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=2","0.15625","秒"
"viduq2-pro-fast","viduq2-pro-fast_720P_3s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=3","0.125","秒"
"viduq2-pro-fast","viduq2-pro-fast_720P_4s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=4","0.109375","秒"
"viduq2-pro-fast","viduq2-pro-fast_720P_5s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=5","0.1","秒"
"viduq2-pro-fast","viduq2-pro-fast_720P_6s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=6","0.09375","秒"
"viduq2-pro-fast","viduq2-pro-fast_720P_7s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=7","0.0892857143","秒"
"viduq2-pro-fast","viduq2-pro-fast_720P_8s","视频时长 - vidu_type=start-end2video 且 720p 且 duration=8","0.0859375","秒"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_1s","视频时长 - vidu_type=img2video 且 1080p 且 duration=1","0.5","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=1","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_10s","视频时长 - vidu_type=img2video 且 1080p 且 duration=10","0.1625","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=10","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_2s","视频时长 - vidu_type=img2video 且 1080p 且 duration=2","0.3125","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=2","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_3s","视频时长 - vidu_type=img2video 且 1080p 且 duration=3","0.25","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=3","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_4s","视频时长 - vidu_type=img2video 且 1080p 且 duration=4","0.21875","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=4","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_5s","视频时长 - vidu_type=img2video 且 1080p 且 duration=5","0.2","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=5","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_6s","视频时长 - vidu_type=img2video 且 1080p 且 duration=6","0.1875","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=6","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_7s","视频时长 - vidu_type=img2video 且 1080p 且 duration=7","0.1785714286","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=7","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_8s","视频时长 - vidu_type=img2video 且 1080p 且 duration=8","0.171875","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=8","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_1080P_9s","视频时长 - vidu_type=img2video 且 1080p 且 duration=9","0.1666666667","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 1080p 且 duration=9","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_1s","视频时长 - vidu_type=img2video 且 720p 且 duration=1","0.25","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=1","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_10s","视频时长 - vidu_type=img2video 且 720p 且 duration=10","0.08125","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=10","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_2s","视频时长 - vidu_type=img2video 且 720p 且 duration=2","0.15625","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=2","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_3s","视频时长 - vidu_type=img2video 且 720p 且 duration=3","0.125","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=3","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_4s","视频时长 - vidu_type=img2video 且 720p 且 duration=4","0.109375","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=4","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_5s","视频时长 - vidu_type=img2video 且 720p 且 duration=5","0.1","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=5","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_6s","视频时长 - vidu_type=img2video 且 720p 且 duration=6","0.09375","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=6","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_7s","视频时长 - vidu_type=img2video 且 720p 且 duration=7","0.0892857143","秒"
"viduq2-pro-fast-abroad","viduq2_audio and video direct output","音频数量 - vidu_type=img2video 且 720p 且 duration=7","0.46875","次"
"viduq2-pro-fast-abroad","viduq2-pro-fast_720P_8s","视频时长 - vidu_type=img2video 且 720p 且 duration=8","0.0859375","秒"
